Source,Target,Type,Weight
6.53E+18,7.00E+18,Undirected,1
7.00E+18,7.18E+18,Undirected,1
6.97E+18,7.00E+18,Undirected,1
6.79E+18,7.00E+18,Undirected,1
6.62E+18,7.00E+18,Undirected,1
6.80E+18,7.00E+18,Undirected,1
6.89E+18,7.00E+18,Undirected,1
7.00E+18,7.34E+18,Undirected,1
7.00E+18,8.22E+16,Undirected,1
6.78E+18,7.00E+18,Undirected,1
7.00E+18,7.13E+18,Undirected,1
7.00E+18,7.57E+18,Undirected,1
7.00E+18,7.24E+18,Undirected,1
7.00E+18,7.09E+18,Undirected,1
7.00E+18,7.12E+18,Undirected,1
6.91E+18,7.00E+18,Undirected,1
7.00E+18,7.25E+18,Undirected,1
6.86E+18,7.00E+18,Undirected,1
7.00E+18,7.53E+18,Undirected,1
6.83E+18,7.00E+18,Undirected,1
6.77E+18,7.00E+18,Undirected,1
7.00E+18,7.11E+18,Undirected,1
6.66E+18,7.11E+18,Undirected,1
6.66E+18,6.98E+18,Undirected,1
6.65E+18,6.66E+18,Undirected,1
6.66E+18,6.78E+18,Undirected,1
6.66E+18,7.49E+18,Undirected,1
6.66E+18,7.65E+18,Undirected,1
6.66E+18,7.46E+18,Undirected,1
6.66E+18,7.23E+18,Undirected,1
6.53E+18,6.66E+18,Undirected,1
6.66E+18,7.18E+18,Undirected,1
6.66E+18,6.97E+18,Undirected,1
6.66E+18,6.79E+18,Undirected,1
6.62E+18,6.66E+18,Undirected,1
6.66E+18,6.80E+18,Undirected,1
6.66E+18,6.89E+18,Undirected,1
6.66E+18,7.34E+18,Undirected,1
6.66E+18,8.22E+16,Undirected,1
6.66E+18,6.78E+18,Undirected,1
6.66E+18,7.13E+18,Undirected,1
6.66E+18,7.57E+18,Undirected,1
6.66E+18,7.24E+18,Undirected,1
6.66E+18,7.09E+18,Undirected,1
6.66E+18,7.12E+18,Undirected,1
6.66E+18,6.91E+18,Undirected,1
6.66E+18,7.25E+18,Undirected,1
6.66E+18,6.86E+18,Undirected,1
6.66E+18,7.53E+18,Undirected,1
6.66E+18,6.83E+18,Undirected,1
6.66E+18,6.77E+18,Undirected,1
6.66E+18,7.11E+18,Undirected,1
7.11E+18,7.13E+18,Undirected,1
6.98E+18,7.11E+18,Undirected,1
6.65E+18,7.11E+18,Undirected,1
6.78E+18,7.11E+18,Undirected,1
7.11E+18,7.49E+18,Undirected,1
7.11E+18,7.65E+18,Undirected,1
7.11E+18,7.46E+18,Undirected,1
7.11E+18,7.23E+18,Undirected,1
6.53E+18,7.11E+18,Undirected,1
7.11E+18,7.18E+18,Undirected,1
6.97E+18,7.11E+18,Undirected,1
6.79E+18,7.11E+18,Undirected,1
6.62E+18,7.11E+18,Undirected,1
6.80E+18,7.11E+18,Undirected,1
6.89E+18,7.11E+18,Undirected,1
7.11E+18,7.34E+18,Undirected,1
7.11E+18,8.22E+16,Undirected,1
6.78E+18,7.11E+18,Undirected,1
7.11E+18,7.13E+18,Undirected,1
7.11E+18,7.57E+18,Undirected,1
7.11E+18,7.24E+18,Undirected,1
7.09E+18,7.11E+18,Undirected,1
7.11E+18,7.12E+18,Undirected,1
6.91E+18,7.11E+18,Undirected,1
7.11E+18,7.25E+18,Undirected,1
6.86E+18,7.11E+18,Undirected,1
7.11E+18,7.53E+18,Undirected,1
6.83E+18,7.11E+18,Undirected,1
6.77E+18,7.11E+18,Undirected,1
7.11E+18,7.11E+18,Undirected,1
6.98E+18,7.13E+18,Undirected,1
6.65E+18,7.13E+18,Undirected,1
6.78E+18,7.13E+18,Undirected,1
7.13E+18,7.49E+18,Undirected,1
7.13E+18,7.65E+18,Undirected,1
7.13E+18,7.46E+18,Undirected,1
7.13E+18,7.23E+18,Undirected,1
6.53E+18,7.13E+18,Undirected,1
7.13E+18,7.18E+18,Undirected,1
6.97E+18,7.13E+18,Undirected,1
6.79E+18,7.13E+18,Undirected,1
6.62E+18,7.13E+18,Undirected,1
6.80E+18,7.13E+18,Undirected,1
6.89E+18,7.13E+18,Undirected,1
7.13E+18,7.34E+18,Undirected,1
7.13E+18,8.22E+16,Undirected,1
6.78E+18,7.13E+18,Undirected,1
7.13E+18,7.13E+18,Undirected,1
7.13E+18,7.57E+18,Undirected,1
7.13E+18,7.24E+18,Undirected,1
7.09E+18,7.13E+18,Undirected,1
7.12E+18,7.13E+18,Undirected,1
6.91E+18,7.13E+18,Undirected,1
7.13E+18,7.25E+18,Undirected,1
6.86E+18,7.13E+18,Undirected,1
7.13E+18,7.53E+18,Undirected,1
6.83E+18,7.13E+18,Undirected,1
6.77E+18,7.13E+18,Undirected,1
7.11E+18,7.13E+18,Undirected,1
6.65E+18,6.98E+18,Undirected,1
6.78E+18,6.98E+18,Undirected,1
6.98E+18,7.49E+18,Undirected,1
6.98E+18,7.65E+18,Undirected,1
6.98E+18,7.46E+18,Undirected,1
6.98E+18,7.23E+18,Undirected,1
6.53E+18,6.98E+18,Undirected,1
6.97E+18,6.98E+18,Undirected,2
6.62E+18,6.98E+18,Undirected,1
6.89E+18,6.98E+18,Undirected,1
6.98E+18,7.34E+18,Undirected,1
6.78E+18,6.98E+18,Undirected,1
6.98E+18,7.57E+18,Undirected,1
6.98E+18,7.24E+18,Undirected,1
6.98E+18,7.09E+18,Undirected,1
6.98E+18,7.12E+18,Undirected,1
6.91E+18,6.98E+18,Undirected,1
6.98E+18,7.25E+18,Undirected,1
6.86E+18,6.98E+18,Undirected,1
6.98E+18,7.53E+18,Undirected,1
6.77E+18,6.98E+18,Undirected,1
6.65E+18,6.78E+18,Undirected,1
6.65E+18,7.49E+18,Undirected,1
6.65E+18,7.65E+18,Undirected,1
6.65E+18,7.46E+18,Undirected,1
6.65E+18,7.23E+18,Undirected,1
6.53E+18,6.65E+18,Undirected,1
6.65E+18,7.18E+18,Undirected,1
6.65E+18,6.97E+18,Undirected,1
6.65E+18,6.79E+18,Undirected,1
6.62E+18,6.65E+18,Undirected,1
6.65E+18,6.80E+18,Undirected,1
6.65E+18,6.89E+18,Undirected,1
6.65E+18,7.34E+18,Undirected,1
6.65E+18,8.22E+16,Undirected,1
6.65E+18,6.78E+18,Undirected,1
6.65E+18,7.13E+18,Undirected,1
6.65E+18,7.57E+18,Undirected,1
6.65E+18,7.24E+18,Undirected,1
6.65E+18,7.09E+18,Undirected,1
6.65E+18,7.12E+18,Undirected,1
6.65E+18,6.91E+18,Undirected,1
6.65E+18,7.25E+18,Undirected,1
6.65E+18,6.86E+18,Undirected,1
6.65E+18,7.53E+18,Undirected,1
6.65E+18,6.83E+18,Undirected,1
6.65E+18,6.77E+18,Undirected,1
6.65E+18,7.11E+18,Undirected,1
6.78E+18,7.49E+18,Undirected,1
6.78E+18,7.65E+18,Undirected,1
6.78E+18,7.46E+18,Undirected,1
6.78E+18,7.23E+18,Undirected,1
6.53E+18,6.78E+18,Undirected,1
6.78E+18,7.18E+18,Undirected,1
6.78E+18,6.97E+18,Undirected,1
6.78E+18,6.79E+18,Undirected,1
6.62E+18,6.78E+18,Undirected,1
6.78E+18,6.80E+18,Undirected,1
6.78E+18,6.89E+18,Undirected,1
6.78E+18,7.34E+18,Undirected,1
6.78E+18,8.22E+16,Undirected,1
6.78E+18,6.78E+18,Undirected,1
6.78E+18,7.13E+18,Undirected,1
6.78E+18,7.57E+18,Undirected,1
6.78E+18,7.24E+18,Undirected,1
6.78E+18,7.09E+18,Undirected,1
6.78E+18,7.12E+18,Undirected,1
6.78E+18,6.91E+18,Undirected,1
6.78E+18,7.25E+18,Undirected,1
6.78E+18,6.86E+18,Undirected,1
6.78E+18,7.53E+18,Undirected,1
6.78E+18,6.83E+18,Undirected,1
6.77E+18,6.78E+18,Undirected,1
6.78E+18,7.11E+18,Undirected,1
7.49E+18,7.65E+18,Undirected,1
7.46E+18,7.49E+18,Undirected,1
7.23E+18,7.49E+18,Undirected,1
6.53E+18,7.49E+18,Undirected,1
7.18E+18,7.49E+18,Undirected,1
6.97E+18,7.49E+18,Undirected,1
6.79E+18,7.49E+18,Undirected,1
6.62E+18,7.49E+18,Undirected,1
6.80E+18,7.49E+18,Undirected,1
6.89E+18,7.49E+18,Undirected,1
7.34E+18,7.49E+18,Undirected,1
7.49E+18,8.22E+16,Undirected,1
6.78E+18,7.49E+18,Undirected,1
7.13E+18,7.49E+18,Undirected,1
7.49E+18,7.57E+18,Undirected,1
7.24E+18,7.49E+18,Undirected,1
7.09E+18,7.49E+18,Undirected,1
7.12E+18,7.49E+18,Undirected,1
6.91E+18,7.49E+18,Undirected,1
7.25E+18,7.49E+18,Undirected,1
6.86E+18,7.49E+18,Undirected,1
7.49E+18,7.53E+18,Undirected,1
6.83E+18,7.49E+18,Undirected,1
6.77E+18,7.49E+18,Undirected,1
7.11E+18,7.49E+18,Undirected,1
7.46E+18,7.65E+18,Undirected,1
7.23E+18,7.65E+18,Undirected,1
6.53E+18,7.65E+18,Undirected,1
7.18E+18,7.65E+18,Undirected,1
6.97E+18,7.65E+18,Undirected,1
6.79E+18,7.65E+18,Undirected,1
6.62E+18,7.65E+18,Undirected,2
6.80E+18,7.65E+18,Undirected,2
6.89E+18,7.65E+18,Undirected,1
7.34E+18,7.65E+18,Undirected,1
7.65E+18,8.22E+16,Undirected,1
6.78E+18,7.65E+18,Undirected,1
7.13E+18,7.65E+18,Undirected,1
7.57E+18,7.65E+18,Undirected,1
7.24E+18,7.65E+18,Undirected,1
7.09E+18,7.65E+18,Undirected,1
7.12E+18,7.65E+18,Undirected,1
6.91E+18,7.65E+18,Undirected,1
7.25E+18,7.65E+18,Undirected,1
6.86E+18,7.65E+18,Undirected,1
7.53E+18,7.65E+18,Undirected,1
6.83E+18,7.65E+18,Undirected,1
6.77E+18,7.65E+18,Undirected,1
7.11E+18,7.65E+18,Undirected,1
7.23E+18,7.46E+18,Undirected,1
6.53E+18,7.46E+18,Undirected,1
7.18E+18,7.46E+18,Undirected,1
6.97E+18,7.46E+18,Undirected,1
6.79E+18,7.46E+18,Undirected,1
6.62E+18,7.46E+18,Undirected,1
6.80E+18,7.46E+18,Undirected,1
6.89E+18,7.46E+18,Undirected,1
7.34E+18,7.46E+18,Undirected,1
7.46E+18,8.22E+16,Undirected,1
6.78E+18,7.46E+18,Undirected,1
7.13E+18,7.46E+18,Undirected,1
7.46E+18,7.57E+18,Undirected,1
7.24E+18,7.46E+18,Undirected,1
7.09E+18,7.46E+18,Undirected,1
7.12E+18,7.46E+18,Undirected,1
6.91E+18,7.46E+18,Undirected,1
7.25E+18,7.46E+18,Undirected,1
6.86E+18,7.46E+18,Undirected,1
7.46E+18,7.53E+18,Undirected,1
6.83E+18,7.46E+18,Undirected,1
6.77E+18,7.46E+18,Undirected,1
7.11E+18,7.46E+18,Undirected,1
6.53E+18,7.23E+18,Undirected,1
7.18E+18,7.23E+18,Undirected,1
6.97E+18,7.23E+18,Undirected,1
6.79E+18,7.23E+18,Undirected,1
6.62E+18,7.23E+18,Undirected,1
6.80E+18,7.23E+18,Undirected,1
6.89E+18,7.23E+18,Undirected,1
7.23E+18,7.34E+18,Undirected,1
7.23E+18,8.22E+16,Undirected,1
6.78E+18,7.23E+18,Undirected,1
7.13E+18,7.23E+18,Undirected,1
7.23E+18,7.57E+18,Undirected,1
7.23E+18,7.24E+18,Undirected,1
7.09E+18,7.23E+18,Undirected,1
7.12E+18,7.23E+18,Undirected,1
6.91E+18,7.23E+18,Undirected,1
7.23E+18,7.25E+18,Undirected,1
6.86E+18,7.23E+18,Undirected,1
7.23E+18,7.53E+18,Undirected,1
6.77E+18,7.23E+18,Undirected,1
7.11E+18,7.23E+18,Undirected,1
6.53E+18,7.18E+18,Undirected,1
6.53E+18,6.97E+18,Undirected,1
6.53E+18,6.62E+18,Undirected,1
6.53E+18,6.80E+18,Undirected,1
6.53E+18,6.89E+18,Undirected,1
6.53E+18,7.34E+18,Undirected,1
6.53E+18,8.22E+16,Undirected,1
6.53E+18,6.78E+18,Undirected,1
6.53E+18,7.13E+18,Undirected,1
6.53E+18,7.57E+18,Undirected,1
6.53E+18,7.24E+18,Undirected,1
6.53E+18,7.09E+18,Undirected,1
6.53E+18,7.12E+18,Undirected,1
6.53E+18,6.91E+18,Undirected,1
6.53E+18,7.25E+18,Undirected,1
6.53E+18,6.86E+18,Undirected,1
6.53E+18,7.53E+18,Undirected,1
6.53E+18,6.83E+18,Undirected,1
6.53E+18,6.77E+18,Undirected,1
6.53E+18,7.11E+18,Undirected,1
6.97E+18,7.18E+18,Undirected,1
6.62E+18,7.18E+18,Undirected,1
6.89E+18,7.18E+18,Undirected,1
7.18E+18,7.34E+18,Undirected,1
6.78E+18,7.18E+18,Undirected,2
7.18E+18,7.57E+18,Undirected,1
7.18E+18,7.24E+18,Undirected,1
7.09E+18,7.18E+18,Undirected,1
7.12E+18,7.18E+18,Undirected,1
6.91E+18,7.18E+18,Undirected,1
7.18E+18,7.25E+18,Undirected,1
6.86E+18,7.18E+18,Undirected,1
7.18E+18,7.53E+18,Undirected,1
6.77E+18,7.18E+18,Undirected,1
6.79E+18,6.97E+18,Undirected,1
6.62E+18,6.97E+18,Undirected,1
6.80E+18,6.97E+18,Undirected,1
6.89E+18,6.97E+18,Undirected,1
6.97E+18,7.34E+18,Undirected,1
6.97E+18,8.22E+16,Undirected,1
6.78E+18,6.97E+18,Undirected,1
6.97E+18,7.13E+18,Undirected,1
6.97E+18,7.57E+18,Undirected,1
6.97E+18,7.24E+18,Undirected,1
6.97E+18,7.09E+18,Undirected,1
6.97E+18,7.12E+18,Undirected,1
6.91E+18,6.97E+18,Undirected,1
6.97E+18,7.25E+18,Undirected,1
6.86E+18,6.97E+18,Undirected,1
6.97E+18,7.53E+18,Undirected,1
6.83E+18,6.97E+18,Undirected,1
6.77E+18,6.97E+18,Undirected,1
6.97E+18,7.11E+18,Undirected,1
6.62E+18,6.79E+18,Undirected,1
6.79E+18,6.89E+18,Undirected,1
6.79E+18,7.34E+18,Undirected,1
6.78E+18,6.79E+18,Undirected,1
6.79E+18,7.57E+18,Undirected,1
6.79E+18,7.24E+18,Undirected,1
6.79E+18,7.09E+18,Undirected,1
6.79E+18,7.12E+18,Undirected,1
6.79E+18,6.91E+18,Undirected,1
6.79E+18,7.25E+18,Undirected,1
6.79E+18,6.86E+18,Undirected,1
6.79E+18,7.53E+18,Undirected,1
6.77E+18,6.79E+18,Undirected,1
6.62E+18,6.80E+18,Undirected,2
6.62E+18,6.89E+18,Undirected,1
6.62E+18,7.34E+18,Undirected,1
6.62E+18,8.22E+16,Undirected,1
6.62E+18,6.78E+18,Undirected,2
6.62E+18,7.13E+18,Undirected,1
6.62E+18,7.57E+18,Undirected,1
6.62E+18,7.24E+18,Undirected,1
6.62E+18,7.09E+18,Undirected,1
6.62E+18,7.12E+18,Undirected,1
6.62E+18,6.91E+18,Undirected,1
6.62E+18,7.25E+18,Undirected,1
6.62E+18,6.86E+18,Undirected,1
6.62E+18,7.53E+18,Undirected,1
6.62E+18,6.83E+18,Undirected,1
6.62E+18,6.77E+18,Undirected,1
6.62E+18,7.11E+18,Undirected,1
6.80E+18,6.89E+18,Undirected,1
6.80E+18,7.34E+18,Undirected,1
6.78E+18,6.80E+18,Undirected,1
6.80E+18,7.57E+18,Undirected,1
6.80E+18,7.24E+18,Undirected,1
6.80E+18,7.09E+18,Undirected,1
6.80E+18,7.12E+18,Undirected,1
6.80E+18,6.91E+18,Undirected,1
6.80E+18,7.25E+18,Undirected,1
6.80E+18,6.86E+18,Undirected,1
6.80E+18,7.53E+18,Undirected,1
6.77E+18,6.80E+18,Undirected,1
6.89E+18,7.34E+18,Undirected,1
6.89E+18,8.22E+16,Undirected,1
6.78E+18,6.89E+18,Undirected,1
6.89E+18,7.13E+18,Undirected,1
6.89E+18,7.57E+18,Undirected,1
6.89E+18,7.24E+18,Undirected,1
6.89E+18,7.09E+18,Undirected,1
6.89E+18,7.12E+18,Undirected,1
6.89E+18,6.91E+18,Undirected,1
6.89E+18,7.25E+18,Undirected,1
6.86E+18,6.89E+18,Undirected,1
6.89E+18,7.53E+18,Undirected,1
6.83E+18,6.89E+18,Undirected,1
6.77E+18,6.89E+18,Undirected,1
6.89E+18,7.11E+18,Undirected,1
7.34E+18,8.22E+16,Undirected,1
6.78E+18,7.34E+18,Undirected,1
7.13E+18,7.34E+18,Undirected,1
7.34E+18,7.57E+18,Undirected,1
7.24E+18,7.34E+18,Undirected,1
7.09E+18,7.34E+18,Undirected,1
7.12E+18,7.34E+18,Undirected,1
6.91E+18,7.34E+18,Undirected,1
7.25E+18,7.34E+18,Undirected,1
6.86E+18,7.34E+18,Undirected,1
7.34E+18,7.53E+18,Undirected,2
6.83E+18,7.34E+18,Undirected,1
6.77E+18,7.34E+18,Undirected,1
7.11E+18,7.34E+18,Undirected,1
6.78E+18,8.22E+16,Undirected,1
7.57E+18,8.22E+16,Undirected,1
7.24E+18,8.22E+16,Undirected,1
7.09E+18,8.22E+16,Undirected,1
7.12E+18,8.22E+16,Undirected,1
6.91E+18,8.22E+16,Undirected,1
7.25E+18,8.22E+16,Undirected,1
6.86E+18,8.22E+16,Undirected,1
7.53E+18,8.22E+16,Undirected,1
6.77E+18,8.22E+16,Undirected,2
6.78E+18,7.13E+18,Undirected,1
6.78E+18,7.57E+18,Undirected,1
6.78E+18,7.24E+18,Undirected,1
6.78E+18,7.09E+18,Undirected,1
6.78E+18,7.12E+18,Undirected,1
6.78E+18,6.91E+18,Undirected,1
6.78E+18,7.25E+18,Undirected,1
6.78E+18,6.86E+18,Undirected,1
6.78E+18,7.53E+18,Undirected,1
6.78E+18,7.11E+18,Undirected,1
7.13E+18,7.57E+18,Undirected,1
7.13E+18,7.24E+18,Undirected,1
7.09E+18,7.13E+18,Undirected,1
7.12E+18,7.13E+18,Undirected,1
6.91E+18,7.13E+18,Undirected,1
7.13E+18,7.25E+18,Undirected,1
6.86E+18,7.13E+18,Undirected,1
7.13E+18,7.53E+18,Undirected,1
6.77E+18,7.13E+18,Undirected,1
7.24E+18,7.57E+18,Undirected,1
7.09E+18,7.57E+18,Undirected,1
7.12E+18,7.57E+18,Undirected,1
6.91E+18,7.57E+18,Undirected,1
7.25E+18,7.57E+18,Undirected,1
6.86E+18,7.57E+18,Undirected,1
7.53E+18,7.57E+18,Undirected,1
6.83E+18,7.57E+18,Undirected,1
6.77E+18,7.57E+18,Undirected,1
7.11E+18,7.57E+18,Undirected,1
7.09E+18,7.24E+18,Undirected,1
7.12E+18,7.24E+18,Undirected,1
6.91E+18,7.24E+18,Undirected,1
7.24E+18,7.25E+18,Undirected,1
6.86E+18,7.24E+18,Undirected,1
7.24E+18,7.53E+18,Undirected,1
6.83E+18,7.24E+18,Undirected,1
6.77E+18,7.24E+18,Undirected,1
7.11E+18,7.24E+18,Undirected,1
7.09E+18,7.12E+18,Undirected,1
6.91E+18,7.09E+18,Undirected,1
7.09E+18,7.25E+18,Undirected,1
6.86E+18,7.09E+18,Undirected,1
7.09E+18,7.53E+18,Undirected,1
6.83E+18,7.09E+18,Undirected,1
6.77E+18,7.09E+18,Undirected,1
7.09E+18,7.11E+18,Undirected,1
6.91E+18,7.12E+18,Undirected,1
7.12E+18,7.25E+18,Undirected,1
6.86E+18,7.12E+18,Undirected,1
7.12E+18,7.53E+18,Undirected,1
6.83E+18,7.12E+18,Undirected,1
6.77E+18,7.12E+18,Undirected,1
7.11E+18,7.12E+18,Undirected,1
6.91E+18,7.25E+18,Undirected,2
6.86E+18,6.91E+18,Undirected,1
6.91E+18,7.53E+18,Undirected,1
6.83E+18,6.91E+18,Undirected,1
6.77E+18,6.91E+18,Undirected,1
6.91E+18,7.11E+18,Undirected,1
6.86E+18,7.25E+18,Undirected,1
7.25E+18,7.53E+18,Undirected,1
6.83E+18,7.25E+18,Undirected,1
6.77E+18,7.25E+18,Undirected,1
7.11E+18,7.25E+18,Undirected,1
6.86E+18,7.53E+18,Undirected,1
6.83E+18,6.86E+18,Undirected,1
6.77E+18,6.86E+18,Undirected,1
6.86E+18,7.11E+18,Undirected,1
6.83E+18,7.53E+18,Undirected,1
6.77E+18,7.53E+18,Undirected,1
7.11E+18,7.53E+18,Undirected,1
6.77E+18,7.11E+18,Undirected,1
6.58E+18,7.61E+18,Undirected,1
6.63E+18,6.85E+18,Undirected,1
6.85E+18,7.33E+18,Undirected,1
6.85E+18,7.00E+18,Undirected,1
6.74E+18,6.85E+18,Undirected,1
6.63E+18,7.58E+18,Undirected,1
7.33E+18,7.58E+18,Undirected,1
7.00E+18,7.58E+18,Undirected,1
6.74E+18,7.58E+18,Undirected,1
6.63E+18,7.33E+18,Undirected,1
6.63E+18,7.00E+18,Undirected,1
6.63E+18,6.74E+18,Undirected,1
6.63E+18,7.34E+18,Undirected,1
6.63E+18,7.53E+18,Undirected,1
6.74E+18,7.33E+18,Undirected,1
7.33E+18,7.34E+18,Undirected,1
7.33E+18,7.53E+18,Undirected,1
6.74E+18,7.00E+18,Undirected,1
7.00E+18,7.34E+18,Undirected,1
7.00E+18,7.53E+18,Undirected,1
6.74E+18,7.34E+18,Undirected,1
6.74E+18,7.53E+18,Undirected,1
6.78E+18,7.07E+18,Undirected,2
6.65E+18,7.07E+18,Undirected,1
7.07E+18,8.22E+16,Undirected,1
6.77E+18,7.07E+18,Undirected,1
6.65E+18,6.78E+18,Undirected,1
6.65E+18,8.22E+16,Undirected,1
6.65E+18,6.77E+18,Undirected,1
6.80E+18,7.25E+18,Undirected,1
7.12E+18,7.25E+18,Undirected,1
6.89E+18,7.25E+18,Undirected,1
6.89E+18,7.25E+18,Undirected,1
6.83E+18,7.25E+18,Undirected,1
7.07E+18,7.25E+18,Undirected,1
7.00E+18,7.25E+18,Undirected,1
6.82E+18,7.25E+18,Undirected,1
6.80E+18,7.12E+18,Undirected,1
6.80E+18,6.89E+18,Undirected,1
6.80E+18,6.89E+18,Undirected,1
6.80E+18,6.83E+18,Undirected,1
6.80E+18,7.07E+18,Undirected,1
6.80E+18,7.00E+18,Undirected,1
6.80E+18,6.82E+18,Undirected,1
6.89E+18,7.12E+18,Undirected,1
6.89E+18,7.12E+18,Undirected,1
6.83E+18,7.12E+18,Undirected,1
7.07E+18,7.12E+18,Undirected,1
7.00E+18,7.12E+18,Undirected,1
6.82E+18,7.12E+18,Undirected,1
6.89E+18,6.89E+18,Undirected,1
6.83E+18,6.89E+18,Undirected,1
6.89E+18,7.07E+18,Undirected,1
6.89E+18,7.00E+18,Undirected,1
6.82E+18,6.89E+18,Undirected,1
6.83E+18,6.89E+18,Undirected,1
6.89E+18,7.07E+18,Undirected,1
6.89E+18,7.00E+18,Undirected,1
6.82E+18,6.89E+18,Undirected,1
6.83E+18,7.07E+18,Undirected,1
6.83E+18,7.00E+18,Undirected,1
7.00E+18,7.07E+18,Undirected,1
6.82E+18,7.07E+18,Undirected,1
6.82E+18,7.00E+18,Undirected,1
6.58E+18,7.52E+18,Undirected,1
6.58E+18,7.06E+18,Undirected,1
6.58E+18,6.65E+18,Undirected,1
6.58E+18,7.05E+18,Undirected,1
6.58E+18,6.97E+18,Undirected,1
7.06E+18,7.52E+18,Undirected,2
6.65E+18,7.52E+18,Undirected,1
7.05E+18,7.52E+18,Undirected,1
6.97E+18,7.52E+18,Undirected,1
6.86E+18,7.52E+18,Undirected,1
6.65E+18,7.06E+18,Undirected,1
7.05E+18,7.06E+18,Undirected,1
6.97E+18,7.06E+18,Undirected,1
6.86E+18,7.06E+18,Undirected,1
6.65E+18,7.05E+18,Undirected,1
6.65E+18,6.97E+18,Undirected,1
6.65E+18,6.86E+18,Undirected,1
6.97E+18,7.05E+18,Undirected,1
6.86E+18,7.05E+18,Undirected,1
6.86E+18,6.97E+18,Undirected,1
7.40E+18,7.59E+18,Undirected,1
7.07E+18,7.40E+18,Undirected,3
6.95E+18,7.07E+18,Undirected,2
6.98E+18,7.57E+18,Undirected,1
7.12E+18,7.62E+18,Undirected,2
6.93E+18,7.12E+18,Undirected,1
6.74E+18,7.51E+18,Undirected,1
6.74E+18,6.91E+18,Undirected,1
6.74E+18,7.25E+18,Undirected,1
6.91E+18,7.51E+18,Undirected,1
7.25E+18,7.51E+18,Undirected,1
7.40E+18,7.47E+18,Undirected,1
6.78E+18,7.40E+18,Undirected,2
7.47E+18,7.54E+18,Undirected,1
6.78E+18,7.54E+18,Undirected,1
6.78E+18,7.47E+18,Undirected,1
7.07E+18,7.47E+18,Undirected,1
6.95E+18,7.47E+18,Undirected,1
6.78E+18,7.07E+18,Undirected,2
6.66E+18,6.87E+18,Undirected,1
6.66E+18,6.78E+18,Undirected,3
6.66E+18,7.26E+18,Undirected,2
6.66E+18,6.76E+18,Undirected,1
6.65E+18,6.66E+18,Undirected,1
6.78E+18,6.87E+18,Undirected,2
6.87E+18,7.26E+18,Undirected,2
6.76E+18,6.87E+18,Undirected,1
6.65E+18,6.87E+18,Undirected,1
6.56E+18,6.87E+18,Undirected,1
6.78E+18,7.26E+18,Undirected,3
6.76E+18,6.78E+18,Undirected,1
6.65E+18,6.78E+18,Undirected,1
6.56E+18,6.78E+18,Undirected,1
6.76E+18,7.26E+18,Undirected,1
6.65E+18,7.26E+18,Undirected,1
6.56E+18,7.26E+18,Undirected,1
6.65E+18,6.76E+18,Undirected,1
6.56E+18,6.76E+18,Undirected,1
6.56E+18,6.65E+18,Undirected,2
7.28E+18,7.53E+18,Undirected,2
7.42E+18,7.54E+18,Undirected,1
6.65E+18,7.58E+18,Undirected,1
6.65E+18,7.58E+18,Undirected,1
6.56E+18,7.58E+18,Undirected,1
7.58E+18,7.64E+18,Undirected,1
6.65E+18,6.65E+18,Undirected,1
6.65E+18,7.64E+18,Undirected,1
6.65E+18,7.64E+18,Undirected,1
6.56E+18,7.64E+18,Undirected,1
6.62E+18,6.65E+18,Undirected,1
6.66E+18,6.94E+18,Undirected,1
6.66E+18,7.01E+18,Undirected,2
6.94E+18,7.01E+18,Undirected,1
6.78E+18,6.91E+18,Undirected,3
6.91E+18,6.95E+18,Undirected,1
1.04E+17,7.18E+18,Undirected,1
1.04E+17,6.93E+18,Undirected,1
1.04E+17,6.91E+18,Undirected,1
1.04E+17,6.78E+18,Undirected,1
1.04E+17,7.04E+18,Undirected,1
6.93E+18,7.18E+18,Undirected,1
6.91E+18,7.18E+18,Undirected,1
7.04E+18,7.18E+18,Undirected,1
6.91E+18,6.93E+18,Undirected,1
6.78E+18,6.93E+18,Undirected,1
6.93E+18,7.04E+18,Undirected,1
6.91E+18,7.04E+18,Undirected,1
6.78E+18,7.04E+18,Undirected,1
6.63E+18,7.16E+18,Undirected,2
6.63E+18,7.29E+18,Undirected,2
7.07E+18,7.16E+18,Undirected,2
7.07E+18,7.29E+18,Undirected,2
6.65E+18,7.62E+18,Undirected,1
6.65E+18,72332155659,Undirected,1
6.61E+18,6.65E+18,Undirected,1
6.65E+18,6.98E+18,Undirected,1
6.52E+18,6.65E+18,Undirected,1
6.65E+18,7.35E+18,Undirected,1
7.62E+18,72332155659,Undirected,1
6.61E+18,7.62E+18,Undirected,1
6.98E+18,7.62E+18,Undirected,1
6.52E+18,7.62E+18,Undirected,1
7.35E+18,7.62E+18,Undirected,1
6.61E+18,72332155659,Undirected,1
6.98E+18,72332155659,Undirected,1
6.52E+18,72332155659,Undirected,1
7.35E+18,72332155659,Undirected,1
6.61E+18,6.98E+18,Undirected,1
6.52E+18,6.61E+18,Undirected,1
6.61E+18,7.35E+18,Undirected,1
6.52E+18,6.98E+18,Undirected,1
6.98E+18,7.35E+18,Undirected,1
6.52E+18,7.35E+18,Undirected,1
7.04E+18,7.59E+18,Undirected,1
6.79E+18,7.48E+18,Undirected,2
6.91E+18,7.36E+18,Undirected,1
6.78E+18,7.55E+18,Undirected,1
6.90E+18,7.55E+18,Undirected,1
